Aktivitetstyp,Datum,Favorit,Namn,Distans,Kalorier,Tid,Medelpuls,Maxpuls,Aerobisk Training Effect,Medellöpkadens,Maximal löpkadens,Medeltempo,Bästa tempo,Total stigning,Totalt nedför,Medelsteglängd,Medelvärde för vertikal kvot,Medelvärde för vertikal rörelse,Medeltid för markkontakt,Medelkontakttidsbalans,Training Stress Score®,Steg,Minsta temperatur,Dekompression,Bästa varvtid,Antal varv,Maximal temperatur,Genomsnittlig andning,Minsta andningshastighet,Maximal andningshastighet,Färdtid,Total tid,Min. höjd,Max. höjd
Löpning,2024-04-22 12:03:26,false,"Kungälv Löpning","5.97","443","00:30:24","129","143","2.9","162","180","5:06","4:17","134","74","1.21","--","--","--","--","0.0","4,914","12.0","Nej","00:04:41.3","6","29.0","--","--","--","00:30:14","00:30:24","12","55"
Löpning,2024-04-19 12:07:43,false,"Kungälv - Bas","5.97","451","00:31:12","131","150","2.8","162","181","5:14","4:17","61","60","1.18","--","--","--","--","0.0","5,068","16.0","Nej","00:04:55.5","6","28.0","--","--","--","00:31:07","00:31:12","13","49"
Löpning,2024-04-13 08:35:20,false,"Kungälv Löpning","19.29","1,461","01:52:09","131","169","4.2","156","231","5:49","3:44","271","273","1.08","9.0","9.6","295","50.3% vänster/49.8% höger","0.0","17,220","15.0","Nej","00:02:20.3","20","27.0","31","11","52","01:49:12","01:52:09","0","80"
Löpband,2024-04-10 19:44:04,false,"Intervall 4 x 4 min","9.80","553","00:50:04","131","171","3.1","157","177","5:07","3:50","--","--","1.26","7.7","9.8","277","50.3% vänster/49.7% höger","0.0","7,774","22.0","Nej","00:00:02.0","16","28.0","32","12","56","00:48:56","00:50:04","--","--"
Löpning,2024-04-10 12:03:08,false,"Kungälv Löpning","6.08","452","00:31:32","131","152","2.8","162","172","5:11","4:24","76","78","1.19","--","--","--","--","0.0","5,104","17.0","Nej","00:00:22.8","7","29.0","--","--","--","00:31:30","00:31:32","12","41"
Löpning,2024-04-08 18:19:17,false,"Kungälv - Bas","10.12","743","01:09:46","110","143","2.4","154","215","6:54","4:45","231","230","0.90","10.6","9.5","304","50.2% vänster/49.8% höger","0.0","10,648","19.0","Nej","00:02:35.9","11","27.0","26","16","36","01:09:04","01:09:46","12","75"
Löpning,2024-04-08 12:03:54,false,"Kungälv - Bas","6.00","444","00:30:16","132","146","2.8","159","173","5:02","4:10","55","58","1.25","--","--","--","--","0.0","4,884","22.0","Nej","00:00:00.7","7","28.0","--","--","--","00:30:10","00:30:16","42","76"
Löpning,2024-04-06 08:04:08,false,"Kungälv Löpning","30.11","2,259","03:10:58","115","150","3.6","154","256","6:21","5:12","227","232","1.02","8.9","9.3","286","50.1% vänster/49.9% höger","0.0","29,058","11.0","Nej","00:00:35.2","32","19.0","28","11","42","02:58:00","03:10:58","-6","77"
Löpning,2024-04-04 19:40:11,false,"Kungälv - Återhämtning","11.31","777","00:56:23","134","160","3.1","164","256","4:59","4:26","100","194","1.23","8.1","10.2","269","50.5% vänster/49.5% höger","0.0","9,216","10.0","Nej","00:00:10.3","13","29.0","30","14","40","00:56:09","00:56:23","19","92"
Löpning,2024-04-03 18:05:56,false,"Kungälv - Bas","14.50","1,011","01:19:03","116","138","3.0","164","256","5:27","4:08","120","111","1.12","8.5","9.7","275","50.4% vänster/49.6% höger","0.0","12,900","8.0","Nej","00:00:36.0","16","30.0","28","12","42","01:18:23","01:22:12","-8","28"
Löpning,2024-04-02 17:08:56,false,"Kungälv Löpning","14.19","1,095","01:25:15","131","168","3.8","148","256","6:00","3:37","158","156","1.10","8.0","8.7","290","50.2% vänster/49.8% höger","0.0","12,348","5.0","Nej","00:00:23.0","25","27.0","32","12","48","01:17:51","01:25:15","-11","33"
Löpning,2024-03-30 08:02:22,false,"Kungälv Löpning","23.47","1,714","02:09:46","125","166","4.5","157","256","5:32","3:32","136","140","1.16","8.4","9.9","279","50.0% vänster/50.0% höger","0.0","20,092","15.0","Nej","00:03:42.7","24","23.0","32","12","54","02:02:41","02:09:46","-2","34"
Löpning,2024-03-28 12:03:06,false,"Kungälv Löpning","5.97","451","00:31:47","129","144","2.7","160","187","5:19","4:15","48","142","1.17","--","--","--","--","0.0","5,126","19.0","Nej","00:04:59.2","6","28.0","--","--","--","00:31:31","00:31:47","9","42"
Löpning,2024-03-27 18:20:37,false,"Kungälv Löpning","8.19","674","00:58:09","129","169","3.0","135","248","7:06","3:44","274","272","1.02","9.6","9.7","290","51.2% vänster/48.8% höger","0.0","7,582","17.0","Nej","00:00:26.4","27","26.0","29","12","44","00:48:04","00:58:09","33","69"
Löpning,2024-03-27 12:05:08,false,"Kungälv - Bas","6.02","453","00:31:22","133","148","2.8","161","177","5:12","3:54","53","118","1.19","--","--","--","--","0.0","5,042","21.0","Nej","00:00:06.9","7","28.0","--","--","--","00:31:20","00:31:22","8","43"
Löpning,2024-03-26 17:11:51,false,"Kungälv Löpning","13.06","948","01:10:20","136","172","4.3","155","256","5:23","3:05","81","78","1.24","7.0","8.6","283","50.8% vänster/49.2% höger","0.0","10,204","13.0","Nej","00:00:08.3","33","21.0","31","11","50","01:01:11","01:10:42","16","44"
Löpning,2024-03-25 18:20:32,false,"Kungälv - Tröskel 3 x 8 min","9.35","724","00:51:43","140","165","3.5","153","198","5:32","3:07","135","139","1.14","9.1","10.2","283","50.3% vänster/49.8% höger","0.0","7,814","11.0","Nej","00:00:21.3","13","18.0","33","16","44","00:48:44","00:51:43","29","65"
Löpning,2024-03-25 12:02:21,false,"Kungälv - Bas","5.99","445","00:30:39","133","145","2.9","160","172","5:07","4:09","51","54","1.21","--","--","--","--","0.0","4,976","14.0","Nej","00:04:55.9","6","28.0","--","--","--","00:30:29","00:30:39","15","50"
Löpning,2024-03-24 13:58:05,false,"Kungälv Löpning","19.45","1,414","01:39:31","134","154","3.9","160","172","5:07","4:21","125","107","1.22","8.2","10.1","270","50.3% vänster/49.7% höger","0.0","15,752","12.0","Nej","00:02:34.6","20","26.0","32","17","48","01:36:32","01:39:31","4","44"
Löpning,2024-03-20 12:00:42,false,"Kungälv - Bas","6.03","442","00:30:17","128","143","2.9","161","169","5:01","3:45","52","78","1.24","--","--","--","--","0.0","4,874","12.0","Nej","00:00:10.3","7","28.0","--","--","--","00:30:16","00:30:17","13","61"
Löpning,2024-03-19 17:13:03,false,"Kungälv Löpning","11.18","845","01:05:44","128","171","3.7","147","256","5:53","2:46","117","71","1.17","8.1","8.8","286","50.7% vänster/49.3% höger","0.0","9,154","10.0","Nej","00:00:11.3","59","30.0","30","11","49","01:00:32","01:05:44","23","51"
Löpning,2024-03-18 18:20:33,false,"Kungälv - Tröskel 30min","10.74","784","00:56:27","141","163","4.0","151","256","5:15","3:40","106","102","1.26","8.1","10.3","276","50.6% vänster/49.4% höger","0.0","8,258","10.0","Nej","00:00:17.7","13","26.0","32","16","44","00:50:01","00:56:27","47","76"
Löpning,2024-03-18 11:53:32,false,"Kungälv - Bas","5.99","442","00:29:24","130","143","3.1","162","170","4:55","3:34","120","56","1.26","--","--","--","--","0.0","4,740","12.0","Nej","00:04:32.5","6","31.0","--","--","--","00:29:22","00:29:24","16","50"
Löpning,2024-03-13 18:05:00,false,"Kungälv - Musses intervall","12.16","976","01:14:06","135","175","3.9","147","256","6:06","2:59","67","102","1.14","8.0","8.9","295","49.8% vänster/50.2% höger","0.0","10,400","14.0","Nej","00:01:00","27","31.0","32","16","45","01:03:24","01:14:06","8","76"
Löpning,2024-03-13 12:04:46,false,"Kungälv - Bas","5.99","441","00:30:04","132","143","3.0","161","187","5:01","3:53","64","62","1.24","--","--","--","--","0.0","4,840","19.0","Nej","00:04:45.0","6","29.0","--","--","--","00:30:01","00:30:04","2","43"
Löpning,2024-03-11 18:01:20,false,"Kungälv Löpning","15.32","1,234","01:29:55","140","167","4.4","154","256","5:52","3:36","148","146","1.12","8.3","9.2","283","51.3% vänster/48.7% höger","0.0","13,350","15.0","Nej","00:01:00.6","18","29.0","33","16","48","01:21:08","01:31:18","10","47"
Löpning,2024-03-11 12:08:08,false,"Kungälv - Bas","6.21","468","00:29:18","144","161","3.3","161","177","4:43","3:41","69","60","1.32","--","--","--","--","0.0","4,754","16.0","Nej","00:01:00.4","7","28.0","--","--","--","00:29:16","00:29:18","14","44"
Löpning,2024-03-02 13:37:07,false,"Kungälv - Bas","18.71","1,347","01:30:49","140","171","4.2","162","256","4:51","3:34","137","143","1.27","7.9","10.2","274","50.2% vänster/49.8% höger","0.0","14,474","15.0","Nej","00:00:05.3","20","28.0","34","13","51","01:28:18","01:30:49","--","47"
Löpband,2024-02-28 19:32:58,false,"Tröskel","10.03","582","00:48:03","136","163","3.2","163","175","4:47","3:56","--","--","1.28","8.3","10.8","272","50.3% vänster/49.7% höger","0.0","7,760","26.0","Nej","00:00:03.5","13","30.0","34","17","49","00:48:02","00:48:03","--","--"
Löpning,2024-02-27 12:06:41,false,"Kungälv - Bas","6.10","449","00:30:09","132","147","3.0","162","174","4:56","4:08","182","61","1.25","--","--","--","--","0.0","4,866","14.0","Nej","00:00:31.0","7","29.0","--","--","--","00:30:03","00:30:09","9","43"
Löpning,2024-02-26 18:02:26,false,"Kungälv - Bas","14.01","971","01:23:43","114","151","2.7","159","179","5:59","4:26","93","82","1.06","9.3","10.0","282","50.4% vänster/49.6% höger","0.0","13,128","15.0","Nej","00:01:25.6","15","30.0","27","12","38","01:21:40","01:28:46","-90","-52"
Löpning,2024-02-24 10:50:55,false,"Kungälv - Bas","25.26","1,816","02:03:36","137","168","4.5","164","213","4:54","3:37","366","205","1.23","8.4","10.5","265","49.5% vänster/50.5% höger","0.0","20,180","15.0","Nej","00:02:34.9","26","28.0","35","14","52","02:02:55","02:03:36","-1","51"
Löpning,2024-02-23 12:01:00,false,"Kungälv - Bas","6.07","472","00:31:08","138","157","3.0","161","176","5:08","4:04","76","224","1.21","--","--","--","--","0.0","5,006","15.0","Nej","00:00:21.1","7","28.0","--","--","--","00:31:06","00:31:08","3","44"
Löpning,2024-02-21 18:05:46,false,"Kungälv Löpning","15.01","1,105","01:17:22","136","177","4.0","162","213","5:09","3:12","92","89","1.21","8.2","9.7","270","50.4% vänster/49.6% höger","0.0","12,418","11.0","Nej","00:02:00.8","10","27.0","32","12","49","01:14:38","01:17:22","6","43"
Löpning,2024-02-21 12:02:31,false,"Kungälv - Bas","6.03","446","00:30:45","132","145","2.9","161","207","5:06","2:53","60","61","1.22","--","--","--","--","0.0","4,954","13.0","Nej","00:00:09.0","7","28.0","--","--","--","00:30:42","00:30:45","27","63"
Löpning,2024-02-19 18:03:12,false,"Kungälv Löpning","13.70","1,027","01:22:44","128","164","3.9","150","256","6:02","3:17","130","132","1.18","8.3","9.1","281","50.8% vänster/49.2% höger","0.0","11,738","11.0","Nej","00:00:02.6","20","30.0","31","12","49","01:09:44","01:22:44","-3","42"
Löpning,2024-02-19 12:02:25,false,"Kungälv - Bas","6.02","443","00:30:54","130","144","2.8","161","176","5:08","4:30","60","158","1.21","--","--","--","--","0.0","4,980","14.0","Nej","00:00:06.7","7","28.0","--","--","--","00:30:44","00:30:54","12","51"
Löpning,2024-02-17 10:42:08,false,"Kungälv Löpning","18.98","1,362","01:34:19","135","157","3.8","164","177","4:58","4:14","161","171","1.22","8.4","10.4","270","50.5% vänster/49.5% höger","0.0","15,422","12.0","Nej","00:04:36.2","19","27.0","33","17","41","01:34:11","01:38:32","23","82"
Löpning,2024-02-16 12:03:00,false,"Kungälv Löpning","6.04","459","00:32:07","132","149","2.9","160","172","5:19","4:22","63","146","1.17","--","--","--","--","0.0","5,144","17.0","Nej","00:00:13.0","7","29.0","--","--","--","00:32:01","00:32:07","9","46"
Löpning,2024-02-15 17:48:42,false,"Kungälv Löpning","11.29","815","00:56:38","142","159","3.4","163","178","5:01","4:30","102","108","1.22","8.6","10.7","272","50.5% vänster/49.5% höger","0.0","9,188","13.0","Nej","00:01:28.7","12","28.0","33","15","48","00:56:35","00:56:38","21","92"
Löpning,2024-02-14 12:08:22,false,"Kungälv - Bas","6.11","462","00:32:12","132","151","2.9","161","194","5:16","4:06","56","106","1.18","--","--","--","--","0.0","5,150","15.0","Nej","00:00:35.1","7","29.0","--","--","--","00:32:11","00:32:12","7","47"
Löpning,2024-02-13 17:01:40,false,"Kungälv Löpning","9.09","749","00:56:57","137","175","3.8","148","256","6:16","3:18","59","111","1.08","7.7","8.4","298","50.6% vänster/49.4% höger","0.0","8,262","12.0","Nej","00:00:45.5","15","30.0","32","11","47","00:50:38","01:08:48","26","58"
Löpband,2024-02-12 19:51:28,false,"Tröskel 30min","12.07","667","01:00:01","136","159","3.5","161","172","4:58","3:59","--","--","1.26","8.2","10.5","272","50.0% vänster/50.0% höger","0.0","9,576","21.0","Nej","00:03:28.8","13","29.0","32","12","41","00:58:50","01:00:01","--","--"
Löpning,2024-02-09 11:58:49,false,"Kungälv Löpning","6.06","492","00:30:50","145","158","3.4","160","173","5:05","3:33","52","60","1.23","--","--","--","--","0.0","4,944","15.0","Nej","00:00:24.9","7","29.0","--","--","--","00:30:33","00:30:50","68","106"
Löpning,2024-02-08 18:05:06,false,"Kungälv - FTP-testpass","7.79","588","00:38:31","142","166","3.5","162","180","4:57","3:59","74","125","1.25","8.5","10.7","270","50.3% vänster/49.7% höger","0.0","6,190","11.0","Nej","00:03:20.3","9","29.0","33","14","42","00:38:24","00:38:31","20","42"
Löpband,2024-02-07 19:31:01,false,"Intervall 8 x 3 min","11.18","688","01:00:11","144","174","4.0","148","208","5:23","3:19","--","--","1.29","8.1","10.6","276","50.3% vänster/49.7% höger","0.0","8,770","16.0","Nej","00:01:00","21","26.0","33","13","44","00:54:26","01:00:11","--","--"
Löpning,2024-02-06 12:02:49,false,"Kungälv - Bas","6.09","455","00:29:52","138","153","3.3","161","174","4:54","4:16","56","95","1.27","--","--","--","--","0.0","4,826","12.0","Nej","00:00:26.8","7","27.0","--","--","--","00:29:33","00:29:52","18","52"
Löpband,2024-02-05 19:41:00,false,"Kungälv Löpning","2.96","505","00:50:30","134","155","2.9","161","174","17:04","5:12","10","8","0.46","25.1","10.2","272","50.4% vänster/49.6% höger","0.0","8,066","19.0","Nej","00:02:01.2","9","28.0","31","13","46","00:49:30","00:50:30","-22","-18"
Löpning,2024-02-03 15:51:03,false,"Kungälv - Bas","12.80","968","01:08:13","138","163","3.6","162","217","5:20","4:27","175","175","1.14","8.9","10.3","278","49.8% vänster/50.2% höger","0.0","10,974","13.0","Nej","00:00:29.3","14","29.0","32","14","40","01:07:58","01:08:13","4","94"
Löpning,2024-01-31 18:03:24,false,"Kungälv - Musses intervall","11.62","966","01:09:19","141","180","4.4","143","216","5:58","3:11","112","183","1.17","7.6","8.7","292","50.1% vänster/49.9% höger","0.0","9,666","12.0","Nej","00:01:00","26","29.0","33","14","49","00:59:52","01:09:19","9","45"
Löpning,2024-01-31 12:02:54,false,"Kungälv - Bas","6.02","483","00:30:19","146","159","3.5","162","172","5:02","4:05","97","66","1.23","--","--","--","--","0.0","4,890","14.0","Nej","00:00:04.7","7","29.0","--","--","--","00:30:17","00:30:19","8","48"
Löpning,2024-01-29 18:04:20,false,"Kungälv Löpning","14.21","1,107","01:21:10","142","173","4.6","149","226","5:43","3:27","150","138","1.19","8.2","9.6","280","50.4% vänster/49.6% höger","0.0","11,880","15.0","Nej","00:00:59.9","20","30.0","34","15","57","01:12:11","01:21:10","3","42"
Löpning,2024-01-29 12:03:06,false,"Kungälv Löpning","6.05","475","00:29:43","146","166","3.5","163","174","4:55","4:04","102","59","1.25","--","--","--","--","0.0","4,816","18.0","Nej","00:00:14.9","7","28.0","--","--","--","00:29:40","00:29:43","9","51"
Löpning,2024-01-27 13:51:12,false,"Kungälv Löpning","18.29","1,412","01:43:02","137","164","4.0","156","218","5:38","4:48","152","156","1.14","8.5","10.0","279","51.0% vänster/49.0% höger","0.0","15,970","14.0","Nej","00:01:53.9","19","30.0","32","16","43","01:37:30","01:43:02","2","47"
Löpning,2024-01-13 15:24:35,false,"Kungälv - Bas","19.73","1,490","01:45:34","138","161","4.1","164","213","5:21","4:31","174","452","1.13","8.4","9.7","272","49.5% vänster/50.5% höger","0.0","17,242","10.0","Nej","00:00:10.9","21","28.0","32","18","43","01:44:40","01:45:34","3","83"
Löpning,2024-01-10 18:13:28,false,"Kungälv Löpning","9.25","745","00:57:17","133","177","3.3","149","244","6:12","3:15","296","198","1.09","8.4","9.0","299","50.3% vänster/49.7% höger","0.0","8,230","8.0","Nej","00:00:15.1","30","29.0","31","18","51","00:52:33","00:57:17","13","57"
Löpband,2024-01-08 19:28:59,false,"60 min löppning","11.72","703","01:00:20","134","169","3.3","161","205","5:09","3:43","--","--","1.22","8.0","9.9","275","50.3% vänster/49.7% höger","0.0","9,640","22.0","Nej","00:02:00","14","28.0","33","13","51","00:58:44","01:00:20","--","--"
Löpning,2024-01-06 09:03:38,false,"Kungälv Löpning","19.18","1,447","01:55:41","126","168","3.4","159","256","6:02","3:54","164","149","1.05","8.8","9.4","281","50.1% vänster/49.9% höger","0.0","18,164","-1.0","Nej","00:01:12.6","20","21.0","31","16","43","01:51:18","02:11:33","-9","36"
Löpning,2024-01-05 12:00:28,false,"Kungälv Löpning","6.03","475","00:30:00","144","157","3.3","164","173","4:58","4:11","56","61","1.23","--","--","--","--","0.0","4,918","10.0","Nej","00:00:14.5","7","28.0","--","--","--","00:29:58","00:30:00","9","47"
Löpband,2024-01-04 19:20:34,false,"Löpband","5.72","399","00:30:07","131","165","2.4","163","174","5:16","4:08","--","--","1.16","8.2","9.8","277","50.0% vänster/50.0% höger","0.0","4,908","20.0","Nej","00:03:49.0","6","29.0","32","14","41","00:29:54","00:30:07","--","--"
Löpning,2024-01-04 12:02:46,false,"Kungälv Löpning","6.03","495","00:30:51","145","174","3.2","164","174","5:07","3:24","59","61","1.19","--","--","--","--","0.0","5,058","2.0","Nej","00:00:09.1","7","27.0","--","--","--","00:30:46","00:30:51","16","52"
Löpning,2024-01-03 18:04:18,false,"Kungälv - Musses intervall","11.39","892","01:02:19","141","177","3.9","160","256","5:28","3:13","138","133","1.15","7.5","8.6","287","49.9% vänster/50.1% höger","0.0","9,566","4.0","Nej","00:01:00","26","30.0","33","17","43","01:00:35","01:02:19","5","42"
Löpning,2024-01-03 12:02:29,false,"Kungälv Löpning","6.03","484","00:30:33","144","156","3.3","165","177","5:04","3:53","78","145","1.20","--","--","--","--","0.0","5,024","6.0","Nej","00:00:10.3","7","26.0","--","--","--","00:30:32","00:30:39","15","53"
Löpning,2024-01-02 12:01:53,false,"Kungälv - Återhämtning","6.10","500","00:32:31","139","152","3.2","162","174","5:20","4:26","84","83","1.16","--","--","--","--","0.0","5,288","8.0","Nej","00:01:20.9","7","28.0","--","--","--","00:32:29","00:32:44","12","51"
Löpning,2024-01-01 18:02:00,false,"Kungälv - Bas","9.77","712","00:49:49","133","148","3.3","165","183","5:06","4:01","81","94","1.19","8.2","10.0","273","50.4% vänster/49.6% höger","0.0","8,168","12.0","Nej","00:00:50.5","11","28.0","32","19","39","00:49:43","00:51:19","9","58"
Löpning,2023-12-31 09:04:21,false,"Kungälv - Bas","9.92","746","00:53:22","136","153","3.2","165","192","5:23","2:56","72","72","1.12","8.5","9.8","269","49.8% vänster/50.2% höger","0.0","8,758","12.0","Nej","00:01:07.8","11","29.0","31","18","39","00:53:17","00:54:02","20","60"
Löpning,2023-12-23 08:02:42,false,"Kungälv Löpning","10.47","833","01:09:01","119","155","2.8","157","228","6:36","4:09","256","255","0.96","9.2","8.9","290","49.9% vänster/50.1% höger","0.0","10,742","6.0","Nej","00:02:34.0","11","19.0","28","13","38","01:05:56","01:09:01","7","76"
Löpning,2023-12-19 12:04:54,false,"Kungälv - Bas","6.07","456","00:29:49","137","154","3.0","164","174","4:55","4:05","61","92","1.24","--","--","--","--","0.0","4,904","15.0","Nej","00:00:21.9","7","28.0","--","--","--","00:29:41","00:29:49","8","47"
Löpning,2023-12-18 18:07:41,false,"Kungälv Löpning","13.78","1,013","01:13:06","132","166","4.1","155","256","5:18","3:32","124","120","1.23","7.5","9.2","272","49.6% vänster/50.4% höger","0.0","11,206","15.0","Nej","00:00:59.9","13","28.0","32","11","53","01:08:38","01:13:06","53","89"
Löpning,2023-12-16 08:01:19,false,"Kungälv Löpning","26.91","2,064","02:46:18","129","152","3.8","154","256","6:11","4:30","278","243","1.06","8.8","9.6","284","49.6% vänster/50.4% höger","0.0","25,252","14.0","Nej","00:05:18.8","27","26.0","31","12","46","02:34:46","02:46:18","2","59"
Löpband,2023-12-14 20:07:08,false,"Löpband","8.02","436","00:40:57","122","143","2.0","163","187","5:07","4:04","--","--","1.20","8.3","10.2","267","50.0% vänster/50.0% höger","0.0","6,664","19.0","Nej","00:00:04.4","9","29.0","32","15","41","00:40:48","00:40:57","--","--"
Löpning,2023-12-13 18:09:42,false,"Kungälv Löpning","13.47","978","01:10:19","136","177","4.1","156","233","5:13","3:15","136","92","1.22","7.6","9.0","265","49.3% vänster/50.7% höger","0.0","10,818","8.0","Nej","00:00:46.1","17","28.0","33","12","48","01:05:55","01:10:19","9","45"
Löpband,2023-12-12 20:04:59,false,"Bas","8.07","509","00:39:03","130","142","2.7","166","215","4:51","4:05","--","--","1.25","7.8","10.0","265","50.0% vänster/50.0% höger","0.0","6,426","18.0","Nej","00:00:03.3","10","30.0","32","12","39","00:38:44","00:39:03","--","--"
Löpning,2023-12-11 17:58:22,false,"Kungälv Löpning","14.28","1,002","01:25:13","119","157","3.0","156","197","5:58","4:51","130","93","1.08","8.6","9.5","281","50.2% vänster/49.8% höger","0.0","13,114","11.0","Nej","00:01:38.9","15","29.0","27","11","41","01:21:09","01:25:13","7","42"
Löpning,2023-12-11 12:06:19,false,"Kungälv - Bas","6.06","484","00:32:07","138","155","3.2","160","181","5:18","4:29","56","118","1.18","--","--","--","--","0.0","5,176","9.0","Nej","00:00:26.6","7","28.0","--","--","--","00:31:55","00:32:07","15","49"
Löpning,2023-12-10 10:30:53,false,"Kungälv - Bas","18.20","1,328","01:37:47","131","161","3.8","162","209","5:22","4:36","159","156","1.15","8.3","9.8","271","49.9% vänster/50.1% höger","0.0","15,772","11.0","Nej","00:01:26.4","19","25.0","32","13","44","01:35:18","01:37:47","8","88"
Löpning,2023-12-04 17:57:19,false,"Kungälv Löpning","13.72","999","01:21:41","124","166","3.8","148","256","5:57","3:35","133","134","1.12","8.1","9.1","286","49.8% vänster/50.2% höger","0.0","11,956","8.0","Nej","00:03:00.1","13","30.0","30","11","52","01:13:57","01:21:41","2","41"
Löpning,2023-12-02 10:54:32,false,"Kungälv Löpning","22.06","1,608","02:03:49","125","152","3.9","160","201","5:37","4:40","212","212","1.12","8.6","9.8","280","50.2% vänster/49.8% höger","0.0","19,664","5.0","Nej","00:00:23.4","23","25.0","31","12","43","02:00:47","02:03:49","5","96"
Löpband,2023-12-01 19:34:18,false,"Löpband","5.25","293","00:30:10","115","137","1.5","157","176","5:45","4:40","--","--","1.12","9.1","10.4","289","50.2% vänster/49.8% höger","0.0","4,718","18.0","Nej","00:01:22.2","6","30.0","29","13","37","00:29:52","00:30:10","--","--"
Löpning,2023-12-01 12:02:38,false,"Kungälv Löpning","6.12","469","00:31:15","138","150","3.2","163","176","5:07","4:29","60","126","1.20","--","--","--","--","0.0","5,088","8.0","Nej","00:00:36.5","7","28.0","--","--","--","00:31:12","00:31:15","14","56"
Löpband,2023-11-30 19:03:39,false,"Löpband","5.59","405","00:30:20","131","142","2.6","159","166","5:26","5:03","--","--","1.17","8.7","10.3","281","49.9% vänster/50.1% höger","0.0","4,790","18.0","Nej","00:03:07.6","6","28.0","30","16","38","00:30:00","00:30:20","--","--"
Löpning,2023-11-30 12:06:20,false,"Kungälv Löpning","6.02","474","00:30:09","145","157","3.5","164","177","5:01","3:47","56","107","1.22","--","--","--","--","0.0","4,968","7.0","Nej","00:00:05.2","7","28.0","--","--","--","00:30:02","00:30:09","16","52"
Löpning,2023-11-29 18:00:11,false,"Kungälv Löpning","12.91","960","01:11:12","133","176","4.4","156","226","5:31","3:34","87","85","1.16","7.8","9.2","280","49.8% vänster/50.2% höger","0.0","10,988","4.0","Nej","00:02:27.4","13","30.0","32","13","45","01:06:58","01:12:40","47","91"
Löpning,2023-11-28 12:07:58,false,"Kungälv - Bas","6.05","470","00:29:25","145","158","3.6","163","187","4:52","4:15","61","155","1.26","--","--","--","--","0.0","4,800","6.0","Nej","00:00:14.7","7","28.0","--","--","--","00:29:23","00:29:25","16","54"
Löpband,2023-11-27 19:31:46,false,"Löpband","12.33","728","01:01:55","134","161","4.0","158","181","5:01","4:00","--","--","1.26","8.4","10.7","279","50.2% vänster/49.8% höger","0.0","9,716","16.0","Nej","00:01:50.9","13","31.0","31","9","41","01:01:03","01:01:55","--","--"
